Experiment,ExperimentName,Rotation,Gender,Order,Subject,AgeInMonths,AgeinYears,RunningOrder_List,CorrectResponse,ResponseCode,Response,ResponseRT,DisplayQuestion1.RTTime,Multi,Item,NewItem,Operation,Procedure,QuestionText,Position,Referent,Running
1,RyanMaths_Order3F_B,3,F,B,3,104,8,6,13{SPACE},0,12{SPACE},41439,460918,Object,15,15,Addition,QuestionProc1,Sam took 8 toys and 5 books to the sleepover. How many things did he take to the sleepover altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,16,9{SPACE},1,9{SPACE},23275,1174134,Object,16,16,Addition,QuestionProc1,"Altogether, Sam has 6 pictures and 3 puzzles. How many items does he have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,9,11{SPACE},0,10{SPACE},74525,704924,Object,17,17,Addition,QuestionProc1,"First Sam had 8 cartons, then he was given 3 bottles. How many drinks does he have now?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,20,15{SPACE},1,15{SPACE},65748,1406927,Object,18,18,Addition,QuestionProc1,"For the collection, Sam brought 6 bags and 9 boxes. How many items did he bring altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,11,9{SPACE},1,9{SPACE},24596,790823,Object,19,19,Subtraction,QuestionProc1,Sam had 13 apples and bananas but gave 4 away. How many pieces of fruit did he have left?,First,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,3,2{SPACE},0,18{SPACE},95653,290430,Object,20,20,Subtraction,QuestionProc1,"Sam's 10-item stationery psck included both pencils and notepads. If 8 were pencils, how many were notepads?",First,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,24,4{SPACE},0,10{SPACE},75772,1605327,Object,21,21,Subtraction,QuestionProc1,Sam has 7 games. He has 3 fewer songs than games. How many songs does he have?,First,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,5,6{SPACE},1,6{SPACE},84313,419450,Object,22,22,Subtraction,QuestionProc1,"From the bakery, Sam bought 13 sweets and doughnuts, but gave 7 away. How many did he have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,17,4{SPACE},0,19{SPACE},90019,1264180,Object,23,23,Subtraction,QuestionProc1,"At the competition, Sam won 12 stickers and medals. If 8 were stickers, how many were medals?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,12,9{SPACE},0,13{SPACE},82310,873161,Object,24,24,Subtraction,QuestionProc1,"For the party, Sam bought 11 cakes. He bought 2 fewer cookies than cakes. How many cookies did he buy? ",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,20,14{SPACE},1,14{SPACE},29124,2312380,Referent,1,25,Addition,QuestionProc,You have 8 apples and John has 6 apples. How many apples are there altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,1,6{SPACE},0,{SPACE},868,1629003,Referent,2,26,Addition,QuestionProc,You had 4 pencils and Sarah gave you 2 more. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,15,12{SPACE},1,12{SPACE},18143,2055062,Referent,3,27,Addition,QuestionProc,You brought 5 games to the sleepover and Chris brought 7. How many games were brought to the sleepover altogether? ,First,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,19,10{SPACE},1,10{SPACE},29588,2283226,Referent,4,28,Addition,QuestionProc,Anna has 3 sweets and you have 7 sweets. How many sweets are there altogether?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,14,8{SPACE},0,4{SPACE},10613,2036891,Referent,5,29,Addition,QuestionProc,David has 6 stickers and you gave him 2 more stickers. How many stickers does David have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,23,10{SPACE},1,10{SPACE},22470,2382344,Referent,6,30,Addition,QuestionProc,Beth brought 6 cakes to the party and you brought 4 more. How many cakes were brought to the party?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,13,5{SPACE},0,7{SPACE},53870,2026251,Referent,7,31,Subtraction,QuestionProc,"You had 8 stickers but you gave some to Gareth. If you then had 3 stickers, how many did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,3,4{SPACE},1,4{SPACE},29258,1679424,Referent,8,32,Subtraction,QuestionProc,You had 9 grapes but Zahra took 5. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,22,7{SPACE},1,7{SPACE},25847,2359840,Referent,9,33,Subtraction,QuestionProc,You have 11 toys. Shaun has 4 fewer toys than you. How many does Shaun have?,First,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,17,9{SPACE},0,{SPACE},123048,2195601,Referent,10,34,Subtraction,QuestionProc,"Abbie had 14 pictures but she gave some to you. She then had 5 pictures, how many did she give to you?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,12,8{SPACE},0,{SPACE},39733,1972353,Referent,11,35,Subtraction,QuestionProc,Ross had 15 cartons. You took 7 of them. How many cartons does Ross have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,4,5{SPACE},1,5{SPACE},25166,1704618,Referent,12,36,Subtraction,QuestionProc,Catherine has 11 bags. You have 6 fewer bags than Catherine. How many bags do you have?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,7,8{SPACE},1,8{SPACE},20271,1766411,Referent,13,37,Addition,QuestionProc,Sam has 3 stickers and Jack has 5 stickers. How many stickers do they have altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,16,9{SPACE},0,1{SPACE},17435,2072524,Referent,14,38,Addition,QuestionProc,Sam had 5 grapes and Rachel gave him 4 more. How many grapes does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,10,11{SPACE},1,11{SPACE},17805,1861761,Referent,15,39,Addition,QuestionProc,"Sam brought 4 toys to school, and Joe brought 7 more. How many toys were brought altogether? ",First,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,8,14{SPACE},1,14{SPACE},38930,1805370,Referent,16,40,Addition,QuestionProc,Eva has 5 pictures and Sam has 9 pictures. How many pictures do they have altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,18,15{SPACE},0,1{SPACE},57980,2253609,Referent,17,41,Addition,QuestionProc,Nathan has 7 cartoons and Sam gave him 8 more. How many cartoons does Nathan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,6,11{SPACE},1,11{SPACE},23099,1746113,Referent,18,42,Addition,QuestionProc,"Rose bought 5 bags for the trip, and Sam bought 6 more. How many bags did they buy altogether?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,21,6{SPACE},1,6{SPACE},21556,2333966,Referent,19,43,Subtraction,QuestionProc,"Sam had 14 apples. He gave some apples to Angus, and had 8 left. How many apples did he give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,2,2{SPACE},0,10{SPACE},21107,1650138,Referent,20,44,Subtraction,QuestionProc,Sam had 6 pencils but Jessica took 4 of them. How many pencils does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,24,7{SPACE},1,7{SPACE},43937,2426310,Referent,21,45,Subtraction,QuestionProc,Sam has 12 games. Murray has 5 fewer games than Sam. How many games does Murray have?,First,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,9,7{SPACE},1,7{SPACE},38530,1843929,Referent,22,46,Subtraction,QuestionProc,"Ashleigh had 10 sweets. She gave some to Sam, then had 3 sweets left. How many sweets did she give away?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,11,2{SPACE},0,1{SPACE},70803,1932592,Referent,23,47,Subtraction,QuestionProc,Ethan had 8 stickers but Sam took 6 of them. How many stickers does Ethan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3F_B,3,F,B,3,104,8,5,6{SPACE},1,6{SPACE},18341,1722986,Referent,24,48,Subtraction,QuestionProc,Fiona has 10 cakes and Sam has 4 fewer cakes than Fiona. How many cakes does Sam have? ,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,24,13{SPACE},1,13{SPACE},10702,372518,Referent,1,1,Addition,QuestionProc,You have 4 apples and John has 9 apples. How many apples are there altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,11,10{SPACE},1,10{SPACE},15165,168405,Referent,2,2,Addition,QuestionProc,You had 8 pencils and Sarah gave you 2 more. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,15,7{SPACE},1,7{SPACE},14052,223862,Referent,3,3,Addition,QuestionProc,You brought 3 games to the sleepover and Chris brought 4. How many games were brought to the sleepover altogether? ,First,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,13,13{SPACE},1,13{SPACE},14829,195672,Referent,4,4,Addition,QuestionProc,Anna has 7 sweets and you have 6 sweets. How many sweets are there altogether?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,5,12{SPACE},1,12{SPACE},18672,79635,Referent,5,5,Addition,QuestionProc,David has 8 stickers and you gave him 4 more stickers. How many stickers does David have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,17,11{SPACE},1,11{SPACE},27435,265597,Referent,6,6,Addition,QuestionProc,Beth brought 2 cakes to the party and you brought 9 more. How many cakes were brought to the party?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,2,9{SPACE},1,9{SPACE},12873,34096,Referent,7,7,Subtraction,QuestionProc,"You had 12 stickers but you gave some to Gareth. If you then had 3 stickers, how many did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,4,7{SPACE},1,5{SPACE},10901,60936,Referent,8,8,Subtraction,QuestionProc,You had 7 grapes but Zahra took 2. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,16,5{SPACE},1,5{SPACE},14241,238135,Referent,9,9,Subtraction,QuestionProc,You have 13 toys. Shaun has 8 fewer toys than you. How many does Shaun have?,First,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,7,3{SPACE},1,3{SPACE},16893,104320,Referent,10,10,Subtraction,QuestionProc,"Abbie had 9 pictures but she gave some to you. She then had 6 pictures, how many did she give to you?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,18,3{SPACE},1,3{SPACE},13489,279113,Referent,11,11,Subtraction,QuestionProc,Ross had 11 cartons. You took 8 of them. How many cartons does Ross have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,10,9{SPACE},1,9{SPACE},18287,153213,Referent,12,12,Subtraction,QuestionProc,Catherine has 15 bags. You have 6 fewer bags than Catherine. How many bags do you have?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,3,12{SPACE},1,12{SPACE},15885,50008,Referent,13,13,Addition,QuestionProc,Sam has 3 stickers and Jack has 9 stickers. How many stickers do they have altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,1,9{SPACE},1,9{SPACE},11795,21196,Referent,14,14,Addition,QuestionProc,Sam had 2 grapes and Rachel gave her 7 more. How many grapes does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,14,13{SPACE},1,13{SPACE},14076,209775,Referent,15,15,Addition,QuestionProc,"Sam brought 8 toys to school, and Joe brought 5 more. How many toys were brought altogether? ",First,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,19,9{SPACE},1,9{SPACE},12074,291216,Referent,16,16,Addition,QuestionProc,Eva has 6 pictures and Sam has 3 pictures. How many pictures do they have altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,20,11{SPACE},1,11{SPACE},15427,306670,Referent,17,17,Addition,QuestionProc,Nathan has 8 cartoons and Sam gave him 3 more. How many cartoons does Nathan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,9,15{SPACE},1,15{SPACE},17798,134898,Referent,18,18,Addition,QuestionProc,"Rose bought 6 bags for the trip, and Sam bought 9 more. How many bags did they buy altogether?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,22,9{SPACE},1,9{SPACE},20350,340268,Referent,19,19,Subtraction,QuestionProc,"Sam had 13 apples. She gave some apples to Angus, and had 4 left. How many apples did she give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,8,2{SPACE},1,2{SPACE},12724,117072,Referent,20,20,Subtraction,QuestionProc,Sam had 10 pencils but Jessica took 8 of them. How many pencils does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,6,4{SPACE},1,4{SPACE},7731,87392,Referent,21,21,Subtraction,QuestionProc,Sam has 7 games. Murray has 3 fewer games than Sam. How many games does Murray have?,First,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,21,6{SPACE},1,6{SPACE},13187,319885,Referent,22,22,Subtraction,QuestionProc,"Ashleigh had 13 sweets. She gave some to Sam, then had 7 sweets left. How many sweets did she give away?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,12,4{SPACE},1,4{SPACE},12379,180812,Referent,23,23,Subtraction,QuestionProc,Ethan had 12 stickers but Sam took 8 of them. How many stickers does Ethan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,23,9{SPACE},1,9{SPACE},21490,361786,Referent,24,24,Subtraction,QuestionProc,Fiona has 11 cakes and Sam has 2 fewer cakes than Fiona. How many cakes does Sam have? ,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,24,14{SPACE},1,14{SPACE},16255,828213,Object,1,25,Addition,QuestionProc1,You have 8 apples and also have 6 bananas. How many pieces of fruit do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,14,6{SPACE},1,6{SPACE},11792,656162,Object,2,26,Addition,QuestionProc1,"You had 4 pencils, then you got 2 notepads. How many things do you have now?",First,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,1,12{SPACE},1,12{SPACE},23870,418635,Object,3,27,Addition,QuestionProc1,You bought 5 games and 7 songs for the journey. How many things did you buy for the journey?,First,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,2,10{SPACE},1,10{SPACE},13031,431694,Object,4,28,Addition,QuestionProc1,Altogether you have 3 sweets and 7 doughnuts. How many snacks do you have?,NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,8,8{SPACE},1,8{SPACE},13174,568100,Object,5,29,Addition,QuestionProc1,"At the competition, you won 6 stickers and 2 medals. How many prizes did you win altogether? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,20,10{SPACE},1,10{SPACE},16204,749270,Object,6,30,Addition,QuestionProc1,"For the party, you bought 6 cakes and 4 cookies. How many snacks did you buy altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,15,5{SPACE},1,5{SPACE},15564,671755,Object,7,31,Subtraction,QuestionProc1,"You had 8 stickers and cards, but gave 3 away. How many items did you have left?",First,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,22,4{SPACE},1,4{SPACE},18737,789284,Object,8,32,Subtraction,QuestionProc1,"You had 9 fruits altogether, a mix of grapes and oranges. If 5 were grapes, how many were oranges?",First,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,6,7{SPACE},1,7{SPACE},24350,541061,Object,9,33,Subtraction,QuestionProc1,You have 11 toys. You have 4 fewer books than toys. How many books do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,4,9{SPACE},1,9{SPACE},18935,475417,Object,10,34,Subtraction,QuestionProc1,"From the store, you bought 14 pictures and puzzles, but gave away 5. How many items did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,9,8{SPACE},1,8{SPACE},16551,584679,Object,11,35,Subtraction,QuestionProc1,"For drinks, you have a mix of 15 cartons and bottles. If 7 are cartons, how many are bottles?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,12,5{SPACE},1,5{SPACE},14987,630122,Object,12,36,Subtraction,QuestionProc1,"For the collection, you have 11 bags. You have 6 fewer boxes than bags. How many boxes do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,7,8{SPACE},1,8{SPACE},13811,554899,Object,13,37,Addition,QuestionProc1,Sam has 3 stickers and also has 5 cards. How many items does she have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,18,9{SPACE},1,9{SPACE},12862,720076,Object,14,38,Addition,QuestionProc1,Sam had 5 grapes then she was given 4 oranges. How many pieces of fruit does she have now?,First,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,16,11{SPACE},1,11{SPACE},20578,692361,Object,15,39,Addition,QuestionProc1,Sam took 4 toys and 7 books to the sleepover. How many things did she take to the sleepover altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,19,14{SPACE},1,14{SPACE},12933,733037,Object,16,40,Addition,QuestionProc1,"Altogether, Sam has 5 pictures and 9 puzzles. How many items does she have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,17,15{SPACE},1,15{SPACE},14794,707186,Object,17,41,Addition,QuestionProc1,"First Sam had 7 cartons, then she was given 8 bottles. How many drinks does she have now?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,11,11{SPACE},1,11{SPACE},13950,615103,Object,18,42,Addition,QuestionProc1,"For the collection, Sam brought 5 bags and 6 boxes. How many items did she bring altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,21,6{SPACE},1,6{SPACE},21221,770519,Object,19,43,Subtraction,QuestionProc1,Sam had 14 apples and bananas but gave 8 away. How many pieces of fruit did she have left?,First,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,3,2{SPACE},1,2{SPACE},24732,456454,Object,20,44,Subtraction,QuestionProc1,"Sam's 6-item stationery pack included both pencils and notepads. If 4 were pencils, how many were notepads?",First,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,10,7{SPACE},1,7{SPACE},16405,601112,Object,21,45,Subtraction,QuestionProc1,Sam has 12 games. She has 5 fewer songs than games. How many songs does she have?,First,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,5,7{SPACE},1,7{SPACE},41238,516682,Object,22,46,Subtraction,QuestionProc1,"From the bakery, Sam bought 10 sweets and doughnuts, but gave 3 away. How many did she have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,23,2{SPACE},1,2{SPACE},22607,811919,Object,23,47,Subtraction,QuestionProc1,"At the competition, Sam won 8 stickers and medals. If 6 were stickers, how many were medals?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1M_A,1,M,A,4,101,8,13,6{SPACE},1,6{SPACE},14177,644335,Object,24,48,Subtraction,QuestionProc1,"For the party, Sam bought 10 cakes. She bought 4 fewer cookies than cakes. How many cookies did she buy? ",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order4M_A,4,M,A,6,112,9,6,13{SPACE},1,13{SPACE},35811,1188753,Object,1,1,Addition,QuestionProc1,Sam has 4 apples and also has 9 bananas. How many pieces of fruit does she have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order4M_A,4,M,A,6,112,9,11,10{SPACE},1,10{SPACE},15808,1327080,Object,2,2,Addition,QuestionProc1,"Sam had 8 pencils, then she got 2 notepads. How many things does she have now?",First,Other,MultiObjQuestions
